,Unnamed: 0,Target,Tweet,Unnamed: 3,Unnamed: 4,Label
197,1870,Hillary Clinton,RT putterrod IngrahamAngle Republicans everywhere are looking for someone to lead A leader not a liar SemST,AGAINST,TARGET,NEGATIVE
198,1871,Hillary Clinton,This weekend is the Hillary For America Weekend of Action I hope youll participate L California SemST,FAVOR,TARGET,POSITIVE
199,1872,Hillary Clinton,Its good that after years in public service with zero accomplishments Hillary is finally ready serve the public Lolol SemST,AGAINST,TARGET,NEGATIVE
200,1873,Hillary Clinton,Were out here in Gtown and where are you sctweets SemST,NONE,NO ONE,NEITHER
201,1874,Hillary Clinton,jstines bcwilliams Stephens begged for his life HillaryClinton MadamPresident is begging for ur vote NotAChanceInHell SemST,AGAINST,TARGET,NEGATIVE
202,1875,Hillary Clinton,RT spanglishpop Thanks GOP keep sending in the clowns It makes this upcoming election very entertaining latinos Rock SemST,NONE,OTHER,NEGATIVE
203,1876,Hillary Clinton,ThingsYouDontSayAsAPolitician I do not feel no ways tired Go to the back of the line What difference does it make SemST,NONE,OTHER,NEGATIVE
204,1877,Hillary Clinton,Laughing at the Republican Party The BEST they can offer is DonaldTrump and JebBush HillaryClinton has got this SemST,FAVOR,TARGET,NEGATIVE
205,1878,Hillary Clinton,Temp icedecay BrooklynJuggler classicmouth In this context to all practical extents and purposes It means SemST,NONE,OTHER,NEITHER
206,1879,Hillary Clinton,Just met an awesome supporter on the CX bus He said Hillary is one strong woman and we need that for our country FellowsNV SemST,FAVOR,TARGET,POSITIVE
207,1880,Hillary Clinton,Hilary has lied deleted Benghazi emails and betrayed the trust of Americans scandal after scandal SemST,AGAINST,TARGET,NEGATIVE
208,1881,Hillary Clinton,Hillary has lied deleted Benghazi emails and betrayed the trust of Americans scandal after scandal SemST,AGAINST,TARGET,NEGATIVE
209,1882,Hillary Clinton,In high school decided to be the first woman president in but I never got into politics do not have Trumps money SemST,NONE,OTHER,NEGATIVE
210,1883,Hillary Clinton,Thanks izzybugatti for participating WE are lucky to have YOU here in Iowa FellowsIA SemST,NONE,OTHER,POSITIVE
211,1884,Hillary Clinton,jilevin strumpetcity Yes You make me proud Socialism is the answer which leads to communism We will succeed SemST,NONE,OTHER,POSITIVE
212,1885,Hillary Clinton,GOP Obamacare stays and the Confederate flag goes You guys have had quite the shitty week have not you SemST,NONE,OTHER,NEGATIVE
213,1886,Hillary Clinton,Come visit me at the Jefferson County Fair Representative Curt Hanson will tell a joke and Ill tell a story about why vote SemST,NONE,NO ONE,POSITIVE
214,1887,Hillary Clinton,Im proud to announce I support HillaryClinton SemST,FAVOR,TARGET,POSITIVE
215,1888,Hillary Clinton,Excited to be working with some great FellowsSC this summer Theyre some pretty great people that are fired up for LetsGo SemST,NONE,OTHER,POSITIVE
216,1889,Hillary Clinton,Federal govt social spending of budget Federal govt defense spending of budget Something is definitely wrong here SemST,NONE,OTHER,NEGATIVE
217,1890,Hillary Clinton,HillaryClinton literally the greatest video I have ever seen SemST,FAVOR,TARGET,POSITIVE
218,1891,Hillary Clinton,washingtonpost sir sory mae bi bharat mool ka hu par my hart is for democraet and SemST,NONE,OTHER,NEITHER
219,1892,Hillary Clinton,ChelseaClintons mom has got it going on POTUS ChelseasMom SemST,FAVOR,TARGET,POSITIVE
220,1893,Hillary Clinton,America needs a championH No thanksHillaryClinton we do not need a champion especially if youre that champion SemST,AGAINST,TARGET,NEGATIVE
221,1894,Hillary Clinton,Would that the rest of us were able to escape from Clinton as well ClintonCorrectional HillaryClinton escapeClinton SemST,AGAINST,TARGET,NEGATIVE
222,1895,Hillary Clinton,HillaryClinton Awesome video Vote for Chelseas mom SemST,FAVOR,TARGET,POSITIVE
223,1896,Hillary Clinton,Hilliary I provided all work related emails State Dept There are work related emails you did not provide Hillaredacted SemST,AGAINST,TARGET,NEGATIVE
224,1897,Hillary Clinton,CarlyFiorina on hannity very impressive A serious presidential candidate vs A bad actress SemST,AGAINST,TARGET,POSITIVE
225,1898,Hillary Clinton,LeighStorz jstines Totally agree Hillary is an incompetent scandal ridden phony SemST,AGAINST,TARGET,NEGATIVE
226,1899,Hillary Clinton,This Friday is officially Political Incorrectness day All day say whatever you want and offend everyone Yay tcot A PC SemST,NONE,OTHER,NEGATIVE
227,1900,Hillary Clinton,FoxNews report shows US State Department can not locate of Hillary Clintons Private Emails Not so fast Hillary SemST,AGAINST,TARGET,NEGATIVE
228,1901,Hillary Clinton,Callisto texasman AmyMek Hillarys new Campaign Slogan HILLARY NOTHING TO HIDE EXCEPT THE TRUTH TCOT CCOT SemST,AGAINST,TARGET,NEGATIVE
229,1902,Hillary Clinton,I really need my new HillaryClinton shirt to come in Meeting some people at the brewery same night as a Bernie meetup there SemST,FAVOR,TARGET,POSITIVE
230,1903,Hillary Clinton,Donald Trump is a joke His a simpleminded idiot and I have nothing else to say about him He can go FUCK him self SemST,NONE,OTHER,NEGATIVE
231,1904,Hillary Clinton,HillaryClinton cahillary stand on the right side SemST,FAVOR,TARGET,NEITHER
232,1905,Hillary Clinton,HillaryClinton said AllLivesMatter just like she said marriage was between a man and a woman Giver her a few more years SemST,AGAINST,TARGET,NEGATIVE
233,1906,Hillary Clinton,HillaryDebateQuestion So you profess admiration for MargaretSanger who wanted to rid the country of negros Explain please SemST,AGAINST,TARGET,NEGATIVE
234,1907,Hillary Clinton,RT mcirelli Hillary for the win SemST,FAVOR,TARGET,POSITIVE
235,1908,Hillary Clinton,Y did randpaul take donations from a WhiteSupremacy group after shaking hands with black leaders BlackLivesMatter gop SemST,NONE,OTHER,NEGATIVE
236,1909,Hillary Clinton,clairecmc RosieGray is that why she and ClintonGlobal take that Saudi money SaudiCables SaudiCables clinton SemST,AGAINST,TARGET,NEGATIVE
237,1910,Hillary Clinton,petefrt this is how GOP needs to be handling campaign not attacking each other but showing all hillary fails uniteright SemST,AGAINST,TARGET,POSITIVE
238,1911,Hillary Clinton,Molls HillaryClinton I love it One of our biggest donors is Saudi Arabia They support womens rights completely GoTeam SemST,AGAINST,TARGET,POSITIVE
239,1912,Hillary Clinton,HillaryClinton Did you feel same about BillClintons latest assault of teen girl hypocrite HillaryClinton HillaryNO SemST,AGAINST,TARGET,NEGATIVE
240,1913,Hillary Clinton,My vote is definitely for Hillary I do not want Bushs dumb ass Dont want Trump either HillaryClinton SemST,FAVOR,TARGET,NEITHER
241,1914,Hillary Clinton,Im in a better place now that I got some coffee now time to grow these grassroots sctweets SemST,NONE,OTHER,POSITIVE
242,1915,Hillary Clinton,SCOTUSScalia Right Words no longer have meaning Like ClintonsIt depends on what the meaning of is is More if we do not SemST,AGAINST,OTHER,NEGATIVE
243,1916,Hillary Clinton,tedcruz will not be there Im supporting HillaryClinton for President lgbtrights ACAWorks SemST,FAVOR,TARGET,POSITIVE
244,1917,Hillary Clinton,GideonHenry First SCOTUS reaffirms Obamacare then it legalize gay marriage Your world is crumbling SemST,NONE,OTHER,NEGATIVE
245,1918,Hillary Clinton,What a huge win for America Today is absolutely historic EqualityWins SCOTUSMarriage SemST,NONE,OTHER,POSITIVE
246,1919,Hillary Clinton,My sexy daddy Obama had two wins this week Happy for him democrats SemST,NONE,OTHER,POSITIVE
247,1920,Hillary Clinton,TODAYshow Hillarys emails missing and incomplete Whod of thunk it JUST TRUST ME SemST,AGAINST,TARGET,NEGATIVE
248,1921,Hillary Clinton,vacanti samglover Maybe a woman should be President SemST,FAVOR,OTHER,POSITIVE
249,1922,Hillary Clinton,Today LOVE won and Hate was defeated MorningJoe UnitedBlue SemST,NONE,OTHER,POSITIVE
250,1923,Hillary Clinton,Obama is riding high ObamaCare LoveWins Republicans tearing out their hair whatever is left of it Next is SCOTUS SemST,NONE,OTHER,POSITIVE
251,1924,Hillary Clinton,Thank you HillaryClinton for your support of the LGBT community On this historic day I thank you for giving us hope SemST,FAVOR,TARGET,POSITIVE
252,1925,Hillary Clinton,A Black PresidentHealthcare all Marriage Equalitywhats nexta Woman PresidentDamn RIGHT SCOTUS MarriageEquality SemST,FAVOR,TARGET,POSITIVE
253,1926,Hillary Clinton,RT muradguderian Democrats are Red Obama is a Communist Im a true Patriot So stop Hillary tcot SemST,AGAINST,TARGET,NEGATIVE
254,1927,Hillary Clinton,CBSThisMorning Emails missing and incomplete Whod of thunk it IM ABOVE THE LAW and the rest of you peons JUST TRUST ME SemST,AGAINST,TARGET,NEGATIVE
255,1928,Hillary Clinton,Whos monica Lewinskys favorite football player HaHa Clinton Dix SemST,AGAINST,OTHER,NEGATIVE
256,1929,Hillary Clinton,SCOTUS dealt a blow to Hillary Clintons last campaign promise What is she running on now Corruption lies and deceit SemST,AGAINST,TARGET,NEGATIVE
257,1930,Hillary Clinton,Do America a favor If you feel you must vote for a woman candidate Vote for Carly who at least has integrity unlike SemST,AGAINST,TARGET,NEGATIVE
258,1931,Hillary Clinton,Getting another HillaryClinton bumper sticker because LoveWins and just was not enough SemST,FAVOR,TARGET,POSITIVE
259,1932,Hillary Clinton,pamnsc TRPhrophet RamblingMother Thank you for RTs WakeUpAmerica dumpboehner ditchmitch SemST,NONE,OTHER,POSITIVE
260,1933,Hillary Clinton,gerfingerpoken he made a careless mistake she deliberately broke many laws still lies about it SemST,AGAINST,TARGET,NEGATIVE
261,1934,Hillary Clinton,Very excited to hear Sen Klobuchar speak today SemST,NONE,OTHER,POSITIVE
262,1935,Hillary Clinton,PolitiBunny Seja hubbit HillaryClinton Im voting in the Democrat primary this yearto support BernieSanders SemST,AGAINST,TARGET,POSITIVE
263,1936,Hillary Clinton,My liberty depends on you being free too President Obama SemST,NONE,OTHER,POSITIVE
264,1937,Hillary Clinton,NRO Does johnpodesta have any grasp on reality I need more than characters to address someone as naive as this man SemST,NONE,OTHER,NEGATIVE
265,1938,Hillary Clinton,JewboyDonny oh I know he will not he effed himself over in the beginning SemST,NONE,OTHER,NEGATIVE
266,1939,Hillary Clinton,I called everyone I knew and raised from exboyfriends Sen Klobuchar SemST,NONE,OTHER,NEGATIVE
267,1940,Hillary Clinton,Great that HillaryClinton attended ClementaPinckney s funeral today SemST,FAVOR,TARGET,POSITIVE
268,1941,Hillary Clinton,WonderWoman movie TheMuppets TV show StarWarsVII MarriageEquaility Obama I guess I can leave social media now Oh wait SemST,NONE,OTHER,NEITHER
269,1942,Hillary Clinton,politico Remember when millions of GWBushs emails went missing or deleted re Iraq War and nobody had a hearing Yawn SemST,NONE,OTHER,NEGATIVE
270,1943,Hillary Clinton,LoveWins on the day I get my Hillary gear Yaaas Pride SemST,FAVOR,TARGET,POSITIVE
271,1944,Hillary Clinton,thegirlwithfood though But there are people saying they just are not going to vote at all which is ridiculous so SemST,NONE,OTHER,NEGATIVE
272,1945,Hillary Clinton,RT ZerlinaMaxwell Huge cheer for universal child care and early childhood education SemST,NONE,OTHER,POSITIVE
273,1946,Hillary Clinton,Hillary stop pretending you were supporting the LGBT people when you opposed them until You are a lying conniving human SemST,AGAINST,TARGET,NEGATIVE
274,1947,Hillary Clinton,tedcruz IamTheWindowMan GET OUT OF MY STATE YOU BUM UniteBlue SemST,NONE,OTHER,NEGATIVE
275,1948,Hillary Clinton,Whatever is the GOP going to do now with both marriage equality and the ACA Going to be fun to watch SemST,NONE,OTHER,NEGATIVE
276,1949,Hillary Clinton,occupycorruptDC she aint no ways tired of being a dumbass SemST,NONE,OTHER,NEGATIVE
277,1950,Hillary Clinton,I AM A CROOKand I like it like it yes I do HillaryCampaignSlogan WakeUpAmerica StopHillary specialreport SemST,AGAINST,TARGET,NEGATIVE
278,1951,Hillary Clinton,HillaryClinton Pretty sure youre gon na lose out on a lot of hypocritical Christian votes by pretending to care about LGBT SemST,AGAINST,TARGET,NEGATIVE
279,1952,Hillary Clinton,Moving forward our next focus should be making higher education more attainable and eliminating the gender pay gap SemST,NONE,OTHER,POSITIVE
280,1953,Hillary Clinton,Lets shatter the glass ceiling GerryConnolly VAdems SemST,NONE,OTHER,POSITIVE
281,1954,Hillary Clinton,JerseyKidPicks thank you sir Its an honor to hear it USA for life Spread this for me RememberBenghazi SemST,NONE,OTHER,POSITIVE
282,1955,Hillary Clinton,Lets make Secretary Clinton President Clinton AGMarkHerring vademocrats SemST,FAVOR,TARGET,POSITIVE
283,1956,Hillary Clinton,I think Ill take JebBush over BobbyJindal now and that is scary to say badchristianvalues SemST,NONE,OTHER,NEGATIVE
284,1957,Hillary Clinton,kimkennedy thats why they still have no voting rights SemST,NONE,OTHER,NEGATIVE
285,1958,Hillary Clinton,LaneLewis Thanks for the follow TheHRCSuperVols for SemST,NONE,NO ONE,POSITIVE
286,1959,Hillary Clinton,Sen Kaine DVA on SCOTUSMarriage What a great victory SemST,NONE,OTHER,POSITIVE
287,1960,Hillary Clinton,I am having a really tough time seeing any leaders running for POTUS quess I will have to wait and see what happens SemST,NONE,OTHER,NEGATIVE
288,1961,Hillary Clinton,Hillary flew on private jet to speak to speak about Income Equality Dinner plates were EqualityForAll PJNET CCOT SemST,AGAINST,TARGET,NEGATIVE
289,1962,Hillary Clinton,Youre a idiot if you vote for Hillary her and Obama are The Epitome of whats wrong with this country Benghazi SemST,AGAINST,TARGET,NEGATIVE
290,1963,Hillary Clinton,Despite todays ruling our struggle to end LGBT discrimination is also far from finished HillaryClinton VirginiaJJ SemST,FAVOR,TARGET,POSITIVE
291,1964,Hillary Clinton,Jeanelynn Thank you so much for the follow and the FAV Jeane Gods best to you WakeUpAmerica SemST,NONE,OTHER,POSITIVE
292,1965,Hillary Clinton,My mom just told me she and my aunt want to volunteer on HillaryClintons campaign I support it SemST,FAVOR,TARGET,POSITIVE
293,1966,Hillary Clinton,Lets bring prosperity to the line workers to the kindergarten teachers amyklobuchar inspiredbyhillary SemST,FAVOR,TARGET,POSITIVE
294,1967,Hillary Clinton,You can not fix stupid might not be able to vote them out either SemST,NONE,OTHER,NEGATIVE
295,1968,Hillary Clinton,If I get killed Thank realDonaldTrump I was tweeting mad crap about him I do not take it back SemST,NONE,OTHER,NEGATIVE
296,1969,Hillary Clinton,Amazing turnout TheCenterLV Emotional crowd RT if agree love wins FellowsNV SemST,NONE,OTHER,POSITIVE
297,1970,Hillary Clinton,megynkelly anytime a liberal throws around words like truth is or reality is you know theyre about to LIE SemST,NONE,OTHER,NEGATIVE
298,1971,Hillary Clinton,BuffaloBill AramisFraino pamnsc Thank you so much for FAVs and RTs WakeUpAmerica SemST,NONE,OTHER,POSITIVE
299,1972,Hillary Clinton,therealjenappel IM HIGH ON HASHTAGS RIGHT NOW I CANT HELP MYSELF mypresident SemST,NONE,OTHER,POSITIVE
300,1973,Hillary Clinton,realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA Can U say Lier pants on fire morningjoe unitedblue SemST,NONE,OTHER,NEGATIVE
301,1974,Hillary Clinton,SLOWLY SLOWLY THE DEBT CRISIS WILL IMPLODE NATIONS CURRENCY AmericaDeadBrokeSAVE THE DOLLAR NOW SemST,NONE,OTHER,NEGATIVE
302,1975,Hillary Clinton,AmericaDeadBrokeSLOWLY SLOWLY China wants the yuan to replace the US dollar as the worlds new global currency SemST,NONE,OTHER,NEGATIVE
303,1976,Hillary Clinton,HRCSnowShovel it must be hard work burying the HillaryClinton antiLGBT rights record LoveWins FeelTheBern SemST,AGAINST,TARGET,NEGATIVE
304,1977,Hillary Clinton,HillaryClinton Weve all been waiting for your rainbowstriped pantsuit fashionista LoveWins SemST,FAVOR,TARGET,NEGATIVE
305,1978,Hillary Clinton,JebBush you are set to lose if ur campaign is based on critics instead of proposing bushfail SemST,NONE,OTHER,NEGATIVE
306,1979,Hillary Clinton,I always joke about anything political bc if I were serious Id end up offending people and not realize it SemST,NONE,NO ONE,NEGATIVE
307,1980,Hillary Clinton,My dad told me hes voting for Hillary Im so proud LOL SemST,FAVOR,TARGET,POSITIVE
308,1981,Hillary Clinton,dedicatedtoit i think the main problem is having your foot in your mouth in the first place SemST,NONE,OTHER,NEGATIVE
309,1982,Hillary Clinton,Well Strung is what should happed the next time these Hillaryloving ass douches encounter some trees RedEye SemST,AGAINST,TARGET,NEGATIVE
310,1983,Hillary Clinton,I am just full of myself tonight tofunny funny funnier hilarious HilaryDuff QuotesOfTheDay quotestoliveby quotes SemST,NONE,OTHER,POSITIVE
311,1984,Hillary Clinton,If I ever meet Hillary Clinton I will have died and then come back to life bc I will be so happy idol SemST,FAVOR,TARGET,POSITIVE
312,1985,Hillary Clinton,ARForHillary HillaryClinton HillaryIn So proud of you Soon we will show who we really are Keep up the good work SemST,FAVOR,TARGET,POSITIVE
313,1986,Hillary Clinton,HillaryClinton Id ask HillaryClinton to stop lying about Benghazi ClintonFoundation ties to terrorist muslim ISIS SemST,AGAINST,TARGET,NEGATIVE
314,1987,Hillary Clinton,HillaryClinton You FlipFlopped on the Gay marriage issue must be more votes available with your current view SemST,AGAINST,TARGET,NEGATIVE
315,1988,Hillary Clinton,HillaryClinton More lies and hypocrisy As senator of NY you clearly said you were opposed to gay marriage SemST,AGAINST,TARGET,NEGATIVE
316,1989,Hillary Clinton,HillaryClinton You have proven your dishonesty once again in flip flopping on this issue People know you were opposed before SemST,AGAINST,TARGET,NEGATIVE
317,1990,Hillary Clinton,LaureneDiCillo NBCNews dll And why are major media outlets not exposing Hillarys blatant flip flopping on this issue SemST,AGAINST,TARGET,NEGATIVE
318,1991,Hillary Clinton,WHOS READY FOR A DAY OF ACTION I know I am FellowsSC SemST,NONE,NO ONE,POSITIVE
319,1992,Hillary Clinton,DRUDGEREPORT We have not even had the elections yet SemST,NONE,NO ONE,NEGATIVE
320,1993,Hillary Clinton,commit cards collected for Hillary in Greenville SC so far FellowsSC SemST,FAVOR,TARGET,POSITIVE
321,1994,Hillary Clinton,Headed to Chester SC for a big hillary canvass Join me Wylie park SemST,FAVOR,TARGET,POSITIVE
322,1995,Hillary Clinton,Save an intern Keep Bill Hillary out of the White House SemST,AGAINST,TARGET,NEGATIVE
323,1996,Hillary Clinton,HillaryClinton Where are the LGBT pride condoms BillClinton used when he assaulted MonicaLewinsky HillaryClinton tlot SemST,AGAINST,TARGET,NEGATIVE
324,1997,Hillary Clinton,Fox News predicting way marriagegee we have the Mormons for that morningjoe unitedblue SemST,NONE,OTHER,NEGATIVE
325,1998,Hillary Clinton,philadper LouiseKatina Hillarys New Campaign slogan is HILLARY NOTHING TO HIDE BUT THE TRUTH tcot WakeUpAmerica SemST,AGAINST,TARGET,NEGATIVE
326,1999,Hillary Clinton,Madam President Clinton you have all the gays vote jarrid SemST,FAVOR,TARGET,POSITIVE
327,2000,Hillary Clinton,debaterlife took me a minute to realize where this came from SemST,NONE,NO ONE,NEITHER
328,2001,Hillary Clinton,gerfingerpoken jjauthor one can only hope SemST,NONE,NO ONE,POSITIVE
329,2002,Hillary Clinton,ReCorwin She did not even answer with a complete sentence LOL Legend SemST,NONE,OTHER,NEGATIVE
330,2003,Hillary Clinton,Gay marriage is a minor setback for Fox News Tune in for a full collapse on November Lots of tears and broken hearts SemST,NONE,OTHER,NEGATIVE
331,2004,Hillary Clinton,HillaryClinton So whats your goal for setting up victims for BillClinton to assault HillaryClinton ChelseasMom tlot SemST,AGAINST,TARGET,NEGATIVE
332,2005,Hillary Clinton,Thanks ChefsHillary for amazing noms for canvassing FITN SemST,FAVOR,TARGET,POSITIVE
333,2006,Hillary Clinton,LindaSuhler and the sheeple will still vote for her SemST,AGAINST,OTHER,NEGATIVE
334,2007,Hillary Clinton,One of Hillary Clintons biggest idols is Margaret Sanger who called for the extermination of colored people SemST,AGAINST,TARGET,NEGATIVE
335,2008,Hillary Clinton,foxnation That should have been done BEFORE she got rid of it NoHillary SemST,AGAINST,TARGET,NEGATIVE
336,2009,Hillary Clinton,GREG CarmineZozzora AshBell perfect definition of JIBBERISH UniteBlue SemST,NONE,OTHER,NEGATIVE
337,2010,Hillary Clinton,I need JamesCarville HillaryClinton to stop emailing me I love you but I need my space stillvotingforyou SemST,FAVOR,TARGET,NEITHER
338,2011,Hillary Clinton,nytimes this will cost them the election SemST,NONE,OTHER,NEGATIVE
339,2012,Hillary Clinton,HillaryClinton Next up for legalization Your pet goat or your pedophile neighbor dating the year old next door SemST,AGAINST,TARGET,NEGATIVE
340,2013,Hillary Clinton,HillaryClinton Will pervert BillClinton be there if winner is teen girl HillaryClinton Democrats liberals tlot GOP SemST,AGAINST,TARGET,NEGATIVE
341,2014,Hillary Clinton,When you fav supports the wrong candidate ladygaga Bernie SemST,NONE,OTHER,NEGATIVE
342,2015,Hillary Clinton,koolkat Haha I LOVE your header SemST,NONE,OTHER,POSITIVE
343,2016,Hillary Clinton,I hate Hillary Clinton and Obama please go die together thrown into the ocean get ripped into prices by sharks SemST,AGAINST,TARGET,NEGATIVE
344,2017,Hillary Clinton,RagingDRTR CrimsonHotMess Im for CHANGE and EQUALITY SemST,NONE,OTHER,POSITIVE
345,2018,Hillary Clinton,Theblacksphere Hillary took a HypocriticalOath with a vow to do harm to all that cross her Are you ReadyForHillary GOP SemST,AGAINST,TARGET,NEGATIVE
346,2019,Hillary Clinton,lbush HillaryClinton just defending my girl Hillary SemST,FAVOR,TARGET,POSITIVE
347,2020,Hillary Clinton,larryelder The more Republicans talk about social policy the betterfor SemST,NONE,OTHER,NEGATIVE
348,2021,Hillary Clinton,The only Intelligent Choice for USA is Hillary ClintonYou can not afford to stay HOME you must VOTE and VOTE UniteBlue SemST,FAVOR,TARGET,POSITIVE
349,2022,Hillary Clinton,fuzislippers KLSouth gdebenedetti Yeah shes a real forward thinker Lol MakeAmericaGreatAgain WhyImNotVotingForHillary SemST,AGAINST,TARGET,NEGATIVE
350,2023,Hillary Clinton,LibtardLimbaugh MexTex NRO Thanks so much for this article SemST,NONE,NO ONE,POSITIVE
351,2024,Hillary Clinton,I got it I got it A Hillary accomplishment Shes managed to stay out of prison despite a year crime spree tcot ocra SemST,AGAINST,TARGET,NEGATIVE
352,2025,Hillary Clinton,JebBush Here are my thoughts on the ruling keep your archaic nonscience based beliefs out of the laws of our secular nation SemST,NONE,OTHER,NEGATIVE
353,2026,Hillary Clinton,Reince Facts confirm what we knew Used server to prevent emails from becoming public records Like Obama no transparency SemST,AGAINST,TARGET,NEGATIVE
354,2027,Hillary Clinton,Republican candidates continuing to spread hatred and alienating the voters Hillary wins LoveWins MikeHuckabee Rubio SemST,FAVOR,TARGET,NEGATIVE
355,2028,Hillary Clinton,Hillary Clinton might end up having my vote Shes been tackling so many issues that America needs to face SemST,FAVOR,TARGET,POSITIVE
356,2029,Hillary Clinton,Apple and Walmart MADE IN CHINA Why does our country continue to sell us out to China in every way possible AppleMusic SemST,NONE,OTHER,NEGATIVE
357,2030,Hillary Clinton,if Hillary wins the election theres a chance we might move to Australia HILLARYPRES SemST,AGAINST,TARGET,NEGATIVE
358,2031,Hillary Clinton,ghostseven WE HAVE A TROLL morningjoe unitedblue SemST,NONE,NO ONE,NEGATIVE
359,2032,Hillary Clinton,Dick Morris HillaryClinton is fundamentally corrupt He should know copolitics wcs SemST,AGAINST,TARGET,NEGATIVE
360,2033,Hillary Clinton,WestonMartinez crazytas Cruz needs to autograph bomb SemST,NONE,OTHER,NEITHER
361,2034,Hillary Clinton,CidEloisa DiggingLamb Thank you so much for RTs and FAVs Eloisa and Thomas WakeUpAmerica SemST,NONE,NO ONE,POSITIVE
362,2035,Hillary Clinton,My how times have changed MartinOMalley has focused his attacks on BernieSanders not HillaryClinton SemST,NONE,OTHER,NEITHER
363,2036,Hillary Clinton,moserkristen I love how you pay more attention to the democratic candidate than you own republican candidates KnowTheEnemy SemST,NONE,OTHER,NEGATIVE
364,2037,Hillary Clinton,I bet that HillaryClinton is thee best choice for President in shes the next best one for the people Vote SemST,FAVOR,TARGET,POSITIVE
365,2038,Hillary Clinton,Cant wait to get my YaaasHillary shirt HillaryClinton SemST,FAVOR,TARGET,POSITIVE
366,2039,Hillary Clinton,realDonaldTrump WhoopiGoldberg Univision VoteForHillary HillaryClinton is not racist A leader who demands EqualityForAll SemST,FAVOR,TARGET,NEGATIVE
367,2040,Hillary Clinton,dhz I love a good sale Money well spent birds with stone LoveWins SemST,NONE,OTHER,POSITIVE
368,2041,Hillary Clinton,H stands for Holding Back emails belonging to WeThePeople obstructingjustice WakeUpAmerica HillaryLiesMatter UniteBIue SemST,AGAINST,TARGET,NEGATIVE
369,2042,Hillary Clinton,Bernie or Hillary Prefer Bernie but Hillary fine Either way Dems got ta stand together in FeeltheBern SemST,FAVOR,TARGET,POSITIVE
370,2043,Hillary Clinton,HillaryClinton might want to book smaller venues for her rallies if not many empty seats will be seen on TV thats bad lol SemST,AGAINST,TARGET,NEGATIVE
371,2044,Hillary Clinton,WNTonight i love bernie because he aint SemST,NONE,OTHER,POSITIVE
372,2045,Hillary Clinton,Night sleep tight do not let Hillary bite says TonyTickets Nightmares is all I say SemST,AGAINST,TARGET,NEGATIVE
373,2046,Hillary Clinton,foxandfriends How could we support it if it was secret NoHillary SemST,AGAINST,TARGET,NEGATIVE
374,2047,Hillary Clinton,Why is HRC so popular This deceptive socialist accomplished nothing Is only wife of an impeached President who enabled UBL SemST,AGAINST,TARGET,NEGATIVE
375,2048,Hillary Clinton,is going to be a great year Rush Limbaughs contract is over and he will be dropped by so many Liberal victory stoprush SemST,NONE,OTHER,NEGATIVE
376,2049,Hillary Clinton,HillaryClinton R U desperate or what rd Hillary tweet on my timeline day NOT gon na vote U SemST,AGAINST,TARGET,NEGATIVE
377,2050,Hillary Clinton,awj not at all I think the statute of limitations has expired plus I can always have a driver ala SemST,NONE,OTHER,NEITHER
378,2051,Hillary Clinton,Never vote for RickSantorum for the survival of our country LoveWins SemST,NONE,OTHER,NEGATIVE
379,2052,Hillary Clinton,voxdotcom wgn WGNTV now mentions ROMNEY Hillary CARE ROMNEY CARE Obamacare now PUBLIC OPTION for ALL SemST,NONE,NO ONE,NEGATIVE
380,2053,Hillary Clinton,BDabs lets go shoot your now today SemST,NONE,NO ONE,NEGATIVE
381,2054,Hillary Clinton,I guarantee Hillary could care less about black rights If Obama did blacks would not be in the same predicament still SemST,AGAINST,TARGET,NEGATIVE
382,2055,Hillary Clinton,Hillary LIES yet people still desire her as the President of the United States sad SemST,AGAINST,TARGET,NEGATIVE
383,2056,Hillary Clinton,leete hahaha He is some kind of special this is why Hillarys going to win Hahaha SemST,FAVOR,TARGET,NEGATIVE
384,2057,Hillary Clinton,realDonaldTrump MalachiNorris lol That is one of the funniest things Ive heard in a while SemST,NONE,OTHER,POSITIVE
385,2058,Hillary Clinton,Remember back when CrackerBarrel gave in PoliticalCorrectness over DuckDynasty Wakeup NASCAR b its to late tcot SemST,NONE,OTHER,NEGATIVE
386,2059,Hillary Clinton,Will the media ever get real with Hillary Benghazi Clinton SemST,AGAINST,TARGET,NEGATIVE
387,2060,Hillary Clinton,Last week Life Obamacare gay marriage Today Death air pollution lethal injection Elections matter yall SCOTUS SemST,NONE,OTHER,NEGATIVE
388,2061,Hillary Clinton,Do you know what would REALLY PISS HillaryClinton OFF VP JoeBiden runs against her LMAO WakeUpAmerica No longer is SemST,AGAINST,TARGET,NEGATIVE
389,2062,Hillary Clinton,Is there a Govt restart button Someone needs to push that thing RememberBenghazi PatriotsWillRise SemST,NONE,OTHER,NEGATIVE
390,2063,Hillary Clinton,Bad punning gets worse not better over time Remember that America SemST,NONE,OTHER,NEGATIVE
391,2064,Hillary Clinton,Putin the last thing the US needs right now is another Clinton or Bush in the White house Were a dynasty now Jeb SemST,AGAINST,TARGET,NEGATIVE
392,2065,Hillary Clinton,Hillarys New Campaign slogan is HILLARY NOTHING TO HIDE BUT THE TRUTH tcot WakeUpAmerica SemST,AGAINST,TARGET,NEGATIVE
393,2066,Hillary Clinton,GOP Of course HillaryClinton is silent That insures she doesnt have stand ANYTHING less chance of offending voters SemST,AGAINST,TARGET,NEGATIVE
